id	tweet	coding	sentiment	notes
1.46577119563109e+18	@MarleneBSB3109 @newsmax How many of those 600,000 actually died of covid? I bet it's alot less than what there telling you. Just because they tested positive for covid doesn't mean covid killed them. Why are so many doctors &amp; health care workers refusing to get vaccinated?	antivaccine commentary	negative	
1.46577124934758e+18	@Ireland2020 No be that if he has a covid event on stage!	neutral commentary	negative	
1.46577169101194e+18	Omicron has been in the Netherlands longer than it has been in South Africa, but CNN is interviewing South African doctors who are seeing the beginning. The Netherlands &amp; Europe have been seeing record levels of Covid for weeks, which seems relevant. https://t.co/1eDrTlEZuB https://t.co/1ZbljeTuJ5	news	negative	
1.46577093030783e+18	Cohen has been considered a leader for the state during the COVID-19 pandemic. https://t.co/2sY29nvBXf	news	neutral	
1.46577117038539e+18	Australian MP sounds alarm over COVID restrictions, calls on citizens to commit civil disobedience - https://t.co/9S9pwTO9F0	news	neutral	
1.4657710280561e+18	@RepSwalwell They also have virtually zero chance of getting or spreading covid. If they did get covid they have zero chance of more than very mild symptoms if any.	antivaccine commentary	neutral	
1.46577177673932e+18	When you donate, you're creating resources that allow us to educate others on COVID-19 protocols, workshops, training, research digests, and more.  All backed by science.  https://t.co/A5yaZPPpBV  #omicron #world #covid19 #covid_19 #staysafe #corona #pandemic https://t.co/nGn40SFKSW	provaccine commentary	positive	
1.46577128357287e+18	@RepSwalwell I'd gladly take a week of covid symptoms, over a US Representative that has a sexual affair with our sworn enemy.	neutral commentary	negative	
1.46577100640068e+18	You didn't get vaccinated, got Covid and spent several days on a ventilator before you died. Your people, also unvaccinated, don't get to rewrite history and say you died from "health issues." Why not own the narrative? Are you embarrassed? Get vaxxed!!  Ok, rant over.	provaccine commentary	negative	
1.46577140217539e+18	@talkRADIO Why if I've had covid &amp; got full set of antibodies...do I need multiple doses of spike protein producing treatments regularly put into my body which causes inflamation? Please be this the wake up call to people! This isn't about health its about pandemic profiteering.	antivaccine commentary	negative	
1.46577134538455e+18	The people who use this hashtag #WearADamnMask are the ones who want never ending lockdowns and the ones who have seemingly found a purpose with the whole covid narrative. If it ends, so does their meaning	antivaccine commentary	negative	
1.46577117232328e+18	Shame on the countries that rushed to place South Africa on a ban. What other countries failed to do, leading the rest of the world in transparency, SA did it with pride. But because it is Africa, the story had to be different. This is unacceptable! https://t.co/82SY0dTl7N	neutral commentary	negative	
1.46577096728054e+18	@Bloodscarecrow1 So sorry to hear that man, Hope you recover quickly, you may know this already but make sure to drink electrolytes if you can, they are great way to keep your body hydrated which is really important for when you get COVID (Gatorade, Powerade, Bodyarmor, etc)	neutral commentary	positive	
1.46577177659675e+18	Paranoid? "Gathering in person increases the risk that you may contract COVID. While it may not be as enjoyable as gathering in person, hosting a Thanksgiving Day celebration virtually is the safest option when it comes to decreasing your risk of contracting COVID."	neutral commentary	negative	
1.46577140349244e+18	@crossgranny1 @Mimicra07797108 Covid has a survival rate of 99.8% get a fucking grip	antivaccine commentary	negative	
1.46577104149866e+18	$SKLZ 🎮🤳 INSIDER BUYing Covid Proof Gaming #Metaverse + On Ellen DeGeneres 80Mil Followers + #India + CPO:Vatsal(Amazon)  🦍 #stocks $lgvn $nvax $mrna $amd $tsla $seah $rdw $ionq $didi $li $nio $xpev $jd $baba $clov $bbig $wish $rivn $ggpi $dwac $bene $ocgn $aapl $zm $snap #oil https://t.co/q1oOFeDYos https://t.co/oOhJRO03wG	neutral commentary	neutral	
1.46577167868063e+18	Covid-19: Africa's dependence on foreign countries for vaccines wrong- Amoako Attah https://t.co/P2Z1M6LkZ3	provaccine analysis	neutral	
1.465771209556e+18	Join us Thursday, Dec. 4 @ 4pm on YouTube or Facebook for a bilingual screening of Vendedores en Acción, a documentary that highlights the economic and emotional difficulties street vendors face in our city, especially during the COVID-19 pandemic. Info at https://t.co/d6OzgtfNB9 https://t.co/rleZOdfTKx	neutral analysis	neutral	
1.46577125826038e+18	@ZubyMusic we've actually eradicated the common cold along with the flu, sorry you didn't get the memo. covid is the only illness that exists anymore	antivaccine commentary	negative	
1.46577103135701e+18	Amari Cooper used his “body autonomy” to not get vaccinated and then he got covid and is still experiencing the consequences of his choice. https://t.co/WMQcj7nhSa	provaccine commentary	negative	
1.46577154811609e+18	@Sacha_Lord @Mumbomania Good I hope these places shut, gov have to pay more unemployment benefit, housing benefit, and everything crashes badly, whatch how fast covid becomes less important to gov, will be no fucker working to contribute to tax	neutral analysis	negative	
1.46577144627844e+18	@SadiqKhan This is the man that took OVER £2billion for TFL at the start of covid	neutral commentary	negative	
1.46577160877422e+18	@WelshConserv Really? Do you mean *your* priorities?  https://t.co/Ge7X6m68ZU	neutral commentary	negative	
1.4657717750616e+18	Anyone get a Pfizer booster? Side effects?	neutral commentary	positive	
1.46577093973222e+18	COVID Cases In South Africa’s Omicron Epicenter Decline As Hysteria Rattles Global Markets https://t.co/m5FG0hnvJk	news	negative	
1.46577116028992e+18	@Hawks1957 @kayleighmcenany And let’s not forget confessing to an investigative reporter while knowingly being recorded and saying that he was deceiving the American people on the severity of Covid. Stable genius taking care of himself and not caring about us	neutral commentary	negative	
1.46577114946427e+18	@miles_commodore I was 20, interning on Capitol Hill and moving from liberal thought to conservative thought; meeting new people, making friends, having fun and living my life. I wish 20 year olds today could experience the same and never know Covid/Plandemic.	neutral commentary	negative	
1.46577166683598e+18	@What46HasDone When covid ends and/or significantly subsides and after we pass the BBB bill, then look at approval ratings.  We need covid cases down to the level they were in June before worrying about approval ratings. Just my opinion. Take the polling with a grain of salt.  It's the pandemic	neutral analysis	negative	
1.46577131992084e+18	@sheep_woolly @EssexPR 1600 people die a day. Most of those dying are 'with' covid. Your point is???	antivaccine commentary	negative	
1.46577162896975e+18	@CDCgov Meanwhile: 29,934 Deaths 2,804,900 Injuries Following COVID Shots in European Database of Adverse Reactions https://t.co/NRv9J2G9vY	news	negative	
1.46577137674527e+18	@ZubyMusic OR… People who get covid after getting the vaccines? 🤔	antivaccine commentary	neutral	
1.46577116409835e+18	Govt starts Covid booster shots from today  Read here https://t.co/fgD1XaYODp  #Covid_19 #OmicronVariant #etribune #latest https://t.co/90sVwrWEl9	news	positive	
1.46577172293054e+18	@sailorrooscout Good News? Depends on how you read the article: one Israeli doctors travels to a medical conference in London where he gets infected w/ #omicron. Return ✈️(PCRneg.), then days later passes on to his colleague (both were 3 x(!)vacc. w/Pfizer) https://t.co/5Roz8kBdjN	antivaccine analysis	negative	
1.46577158209429e+18	@shfly3424 dear Yesung, the year 2021 is coming to an end, unfortunately we cannot come to Seoul with the Covid it is not possible to come 😭 I regret it, we miss you and your parents, I hope everyone goes  good?  best regards to you and your family from Switzerland / Lausanne	neutral commentary	negative	
1.46577112375324e+18	@ChasingDissent And those over 60 prob only constitute about 10k deaths OF covid tops   The other 130k were 'with'.	antivaccine commentary	neutral	
1.46577136748854e+18	@burgerphoto @GarlandNixon You're perfectly entitled to continue using "mixed sources", even if those sources are funded by Pfizer.   That's your right. Just stop pretending like you're a free thinker because of it.	antivaccine commentary	negative	
1.46577182015879e+18	@MonstaTKN @theirfinestbea1 @TKWIKI_ Covid might harm people but it saved me 2 and a half years of defeat	neutral commentary	positive	
1.46577159730681e+18	@chelsea_hetho @abcnews Can they please just for once with this covid keep it in their own state. Just once. Please NSW!!!	neutral commentary	negative	
1.465771068703e+18	PETA is urging universities to account for which animals they deemed noncritical and killed as labs institute their COVID-19 response—and to rethink animal tests entirely. https://t.co/f0Wu19OP8E via @PETA	neutral analysis	negative	
1.46577117057845e+18	Omegle was scary before it became COVID variant	neutral commentary	neutral	
1.46577116362435e+18	Visions of myself with covid...until I realised it's just twice as warm as the last 2 days and I'd the heating on higher because of that	neutral commentary	neutral	
1.465771155307e+18	@YardleyShooting COVID Gulag, governor. https://t.co/DJExYduHfO	antivaccine commentary	negative	
1.46577121611169e+18	During the early months of the COVID-19 pandemic, Dr. Oz used his show to promote Hydroxychloroquine as a treatment for the virus, a treatment that was shown to have no medical value and potential harm.	provaccine commentary	negative	
1.46577175863245e+18	@garyblack00 And we have to stop looking at the risk of Covid as closures.  We are not closing down the economy.   What Powell was saying today is that the risk of Covid is further supply chain disruption.  That is why he says Omicron poses upside risk to inflation.	neutral analysis	neutral	
1.46577168532451e+18	@kubatana @nickmangwana @edmnangagwa Why didcriminate vaxced and unvaxxed?  A vaccinated person can still catch and transmit covid.	antivaccine commentary	neutral	
1.4657716152292e+18	@sfedelelondon @BarryCPearson @itosettiMD_MBA World beating 69k children with long Covid as a result! https://t.co/fkxcGYVZzg	neutral commentary	negative	
1.46577092085791e+18	@B52Malmet My city is still masked up. I ran errands at 3 stores this am. I saw 2 people unmasked. That's what happens when the GQP has no say in our Covid battle. We're doing fine.	provaccine commentary	positive	
1.46577145191145e+18	@Hold2LLC Useful charts. The market for honest Covid analysis is limited, but there are several logical conclusions here: 1) virus gonna virus; 2) move previous Covid (natural immunity) seems to reduce your wave; 3) the vaccines are useless.	antivaccine analysis	positive	
1.4657715996222e+18	@jasonrantz Blame yourself mayor, not COVID	neutral commentary	negative	
1.46577152920831e+18	@JonnyFive12 @Default69202648 @escalatorover @_evelynrae Dearie me... there is no helping you mate.. why does Dr Robert Malone say do not inject? He holds the patent probably making cash off it... Why would you trust eg Pfizer who's CEO says he's 57, healthy and so doesn't need it.. the same company paid the largest corporate fine ever	antivaccine analysis	negative	
1.46577168397809e+18	@I_am_Adz @sam_crabb @EssexPR That's not how we count covid deaths buddy, that's just the daily estimate. You should probably check that. Annual actual flu death certs is a few thousand. 80,000 covid last year.  Could that be why.  167,000 total now. Sorry that's not enough bodies for you	provaccine analysis	negative	
1.46577184269059e+18	Well done these MP's. They didnt get their way (thankfully, imo) but they represented voices and opinions that have been dismissed (often hatefully), rather than explored for challenge. That ends up entrenching, rather than presenting re-evaluation opportunities. #Covid_19 https://t.co/KcJABTSW5u	neutral commentary	positive	
1.46577164289492e+18	@ATXG8R @GoGators712 The same guy who wanted to pick the swamp during the peak of covid wanted to pack our players with takeout?  Kinda checks if you ask me	neutral commentary	negative	
1.46577130626009e+18	@garyvee Going into December with nothing man, no family, finaceé ended things and my daughter has been taken away from me.. my job is coming to an end due to covid and I don't know whats the point in continuing man! Thanks for being the guy you are gary, always giving back.. inspiring!	neutral commentary	negative	
1.46577155654243e+18	@Chesney_1995 @bozhuss @talkRADIO Please tell me if ALL deaths were as a result of covid, or were there also underlying health conditions? The deaths we are getting in NZ are now said to have underlying conditions.	antivaccine commentary	neutral	
1.46577128325843e+18	@TristamPratori1 Aha vaccination will be important like in the flu pandemic	provaccine commentary	neutral	
1.46577184055566e+18	@choo_ek "Imagine walking into a pharmacy and getting 14 Covid testing kits for free…"  The difference between a healthcare system that works for the people and one that works for the capitalists.	provaccine analysis	positive	
