id	tweet	coding	sentiment
1465771031357005825	Amari Cooper used his “body autonomy” to not get vaccinated and then he got covid and is still experiencing the consequences of his choice. https://t.co/WMQcj7nhSa		
1465771548116090882	@Sacha_Lord @Mumbomania Good I hope these places shut, gov have to pay more unemployment benefit, housing benefit, and everything crashes badly, whatch how fast covid becomes less important to gov, will be no fucker working to contribute to tax		
1465771446278438914	@SadiqKhan This is the man that took OVER £2billion for TFL at the start of covid		
1465771608774221826	"@WelshConserv Really? Do you mean *your* priorities? 
https://t.co/Ge7X6m68ZU"		
1465771775061602314	Anyone get a Pfizer booster? Side effects?		
1465770939732217856	COVID Cases In South Africa’s Omicron Epicenter Decline As Hysteria Rattles Global Markets https://t.co/m5FG0hnvJk		
1465771160289923074	@Hawks1957 @kayleighmcenany And let’s not forget confessing to an investigative reporter while knowingly being recorded and saying that he was deceiving the American people on the severity of Covid. Stable genius taking care of himself and not caring about us		
1465771149464272899	@miles_commodore I was 20, interning on Capitol Hill and moving from liberal thought to conservative thought; meeting new people, making friends, having fun and living my life. I wish 20 year olds today could experience the same and never know Covid/Plandemic.		
1465771666835976204	@What46HasDone When covid ends and/or significantly subsides and after we pass the BBB bill, then look at approval ratings.  We need covid cases down to the level they were in June before worrying about approval ratings. Just my opinion. Take the polling with a grain of salt.  It's the pandemic		
1465771319920844810	@sheep_woolly @EssexPR 1600 people die a day. Most of those dying are 'with' covid. Your point is???		
1465771628969746436	"@CDCgov Meanwhile: 29,934 Deaths 2,804,900 Injuries Following COVID Shots in European Database of Adverse Reactions
https://t.co/NRv9J2G9vY"		
1465771376745267201	@ZubyMusic OR… People who get covid after getting the vaccines? 🤔		
1465771164098347010	"Govt starts Covid booster shots from today

Read here https://t.co/fgD1XaYODp

#Covid_19 #OmicronVariant #etribune #latest https://t.co/90sVwrWEl9"		
1465771722930536448	"@sailorrooscout Good News? Depends on how you read the article: one Israeli doctors travels to a medical conference in London where he gets infected w/ #omicron. Return ✈️(PCRneg.), then days later passes on to his colleague (both were 3 x(!)vacc. w/Pfizer)
https://t.co/5Roz8kBdjN"		
1465771582094286856	@shfly3424 dear Yesung, the year 2021 is coming to an end, unfortunately we cannot come to Seoul with the Covid it is not possible to come 😭 I regret it, we miss you and your parents, I hope everyone goes  good?  best regards to you and your family from Switzerland / Lausanne		
1465771123753242626	"@ChasingDissent And those over 60 prob only constitute about 10k deaths OF covid tops 

The other 130k were 'with'."		
1465771367488540676	"@burgerphoto @GarlandNixon You're perfectly entitled to continue using ""mixed sources"", even if those sources are funded by Pfizer. 

That's your right. Just stop pretending like you're a free thinker because of it."		
1465771820158787588	@MonstaTKN @theirfinestbea1 @TKWIKI_ Covid might harm people but it saved me 2 and a half years of defeat		
1465771597306810369	@chelsea_hetho @abcnews Can they please just for once with this covid keep it in their own state. Just once. Please NSW!!!		
1465771068703002624	PETA is urging universities to account for which animals they deemed noncritical and killed as labs institute their COVID-19 response—and to rethink animal tests entirely. https://t.co/f0Wu19OP8E via @PETA		
1465771170578452489	Omegle was scary before it became COVID variant		
1465771163624349708	Visions of myself with covid...until I realised it's just twice as warm as the last 2 days and I'd the heating on higher because of that		
1465771155306995718	@YardleyShooting COVID Gulag, governor. https://t.co/DJExYduHfO		
1465771216111689729	During the early months of the COVID-19 pandemic, Dr. Oz used his show to promote Hydroxychloroquine as a treatment for the virus, a treatment that was shown to have no medical value and potential harm.		
1465771758632452096	@garyblack00 And we have to stop looking at the risk of Covid as closures.  We are not closing down the economy.   What Powell was saying today is that the risk of Covid is further supply chain disruption.  That is why he says Omicron poses upside risk to inflation.		
1465771685324505089	"@kubatana @nickmangwana @edmnangagwa Why didcriminate vaxced and unvaxxed? 
A vaccinated person can still catch and transmit covid."		
1465771615229198342	@sfedelelondon @BarryCPearson @itosettiMD_MBA World beating 69k children with long Covid as a result! https://t.co/fkxcGYVZzg		
1465770920857911297	@B52Malmet My city is still masked up. I ran errands at 3 stores this am. I saw 2 people unmasked. That's what happens when the GQP has no say in our Covid battle. We're doing fine.		
1465771451911446530	@Hold2LLC Useful charts. The market for honest Covid analysis is limited, but there are several logical conclusions here: 1) virus gonna virus; 2) move previous Covid (natural immunity) seems to reduce your wave; 3) the vaccines are useless.		
1465771599622201346	@jasonrantz Blame yourself mayor, not COVID		
1465771529208311812	@JonnyFive12 @Default69202648 @escalatorover @_evelynrae Dearie me... there is no helping you mate.. why does Dr Robert Malone say do not inject? He holds the patent probably making cash off it... Why would you trust eg Pfizer who's CEO says he's 57, healthy and so doesn't need it.. the same company paid the largest corporate fine ever		
1465771683978092557	"@I_am_Adz @sam_crabb @EssexPR That's not how we count covid deaths buddy, that's just the daily estimate. You should probably check that. Annual actual flu death certs is a few thousand. 80,000 covid last year.

Could that be why.

167,000 total now. Sorry that's not enough bodies for you"		
1465771842690592774	"Well done these MP's.
They didnt get their way (thankfully, imo) but they represented voices and opinions that have been dismissed (often hatefully), rather than explored for challenge.
That ends up entrenching, rather than presenting re-evaluation opportunities.
#Covid_19 https://t.co/KcJABTSW5u"		
1465771642894917632	"@ATXG8R @GoGators712 The same guy who wanted to pick the swamp during the peak of covid wanted to pack our players with takeout? 
Kinda checks if you ask me"		
1465771306260090883	@garyvee Going into December with nothing man, no family, finaceé ended things and my daughter has been taken away from me.. my job is coming to an end due to covid and I don't know whats the point in continuing man! Thanks for being the guy you are gary, always giving back.. inspiring!		
1465771556542431232	@Chesney_1995 @bozhuss @talkRADIO Please tell me if ALL deaths were as a result of covid, or were there also underlying health conditions? The deaths we are getting in NZ are now said to have underlying conditions.		
1465771283258433543	@TristamPratori1 Aha vaccination will be important like in the flu pandemic		
1465771840555655174	"@choo_ek ""Imagine walking into a pharmacy and getting 14 Covid testing kits for free…""

The difference between a healthcare system that works for the people and one that works for the capitalists."		
